1,1,1060.36,250.54,56.99000000000001,92.26000000000002,1,1,1.0
2,1,1055.57,250.54,56.99000000000001,92.26000000000002,1,1,1.0
3,1,1050.77,250.54,56.99000000000001,92.26000000000002,1,1,1.0
4,1,1045.98,250.54,56.99000000000001,92.26000000000002,1,1,1.0
5,1,1041.18,250.54,56.99000000000001,92.26000000000002,1,1,1.0
6,1,1036.39,250.54,56.99000000000001,92.26000000000002,1,1,1.0
7,1,1031.6,250.54,56.99000000000001,92.26000000000002,1,1,1.0
8,1,1026.8,250.54,56.99000000000001,92.26000000000002,1,1,1.0
9,1,1022.01,250.54,56.99000000000001,92.26000000000002,1,1,1.0
10,1,1017.21,250.54,56.99000000000001,92.26000000000002,1,1,1.0
11,1,1012.42,250.54,56.99000000000012,92.26000000000002,1,1,1.0
12,1,1011.52,249.91,56.99000000000001,92.26000000000002,1,1,1.0
13,1,1010.61,249.27,56.989999999999895,92.25999999999996,1,1,1.0
14,1,1009.71,248.64,56.99000000000001,92.25999999999999,1,1,1.0
15,1,1008.8,248.01,56.99000000000001,92.25999999999999,1,1,1.0
16,1,1007.9,247.38,56.98000000000013,92.25999999999999,1,1,1.0
17,1,1007.0,246.74,56.98000000000002,92.25999999999999,1,1,1.0
18,1,1006.09,246.11,56.989999999999895,92.25999999999999,1,1,1.0
19,1,1005.19,245.48,56.98000000000002,92.26000000000002,1,1,1.0
20,1,1004.28,244.84,56.98000000000002,92.26000000000002,1,1,1.0
21,1,1003.38,244.21,56.979999999999905,92.26000000000002,1,1,1.0
22,1,1002.93,244.12,56.98000000000013,92.25999999999999,1,1,1.0
23,1,1002.48,244.03,56.98000000000002,92.26000000000002,1,1,1.0
24,1,1002.02,243.94,56.98000000000002,92.25999999999999,1,1,1.0
25,1,1001.57,243.85,56.979999999999905,92.26000000000002,1,1,1.0
26,1,1001.12,243.76,56.979999999999905,92.25999999999999,1,1,1.0
27,1,1000.67,243.67,56.98000000000013,92.26000000000002,1,1,1.0
28,1,1000.22,243.58,56.98000000000002,92.25999999999996,1,1,1.0
29,1,999.76,243.49,56.98000000000002,92.25999999999999,1,1,1.0
30,1,999.31,243.4,56.98000000000002,92.26000000000002,1,1,1.0
31,1,998.86,243.31,56.979999999999905,92.25999999999999,1,1,1.0
32,1,999.4,241.32,56.98000000000013,91.81,1,1,1.0
33,1,999.94,239.32,56.99000000000001,91.37,1,1,1.0
34,1,1000.49,237.33,56.98000000000002,90.91,1,1,1.0
35,1,1001.03,235.34,56.98000000000002,90.46000000000001,1,1,1.0
36,1,1001.57,233.34,56.979999999999905,90.02000000000001,1,1,1.0
37,1,1002.11,231.35,56.989999999999895,89.57000000000002,1,1,1.0
38,1,1002.65,229.36,56.99000000000012,89.12,1,1,1.0
39,1,1003.2,227.37,56.98000000000002,88.65999999999997,1,1,1.0
40,1,1003.74,225.37,56.99000000000001,88.21999999999997,1,1,1.0
41,1,1004.28,223.38,56.99000000000001,87.76999999999998,1,1,1.0
42,1,1005.37,221.48,56.989999999999895,87.77000000000001,1,1,1.0
43,1,1006.45,219.58,56.99000000000001,87.77000000000001,1,1,1.0
44,1,1007.54,217.68,56.98000000000002,87.76999999999998,1,1,1.0
45,1,1008.62,215.78,56.989999999999895,87.77000000000001,1,1,1.0
46,1,1009.71,213.88,56.99000000000001,87.76999999999998,1,1,1.0
47,1,1010.8,211.99,56.98000000000002,87.76999999999998,1,1,1.0
48,1,1011.88,210.09,56.979999999999905,87.77000000000001,1,1,1.0
49,1,1012.97,208.19,56.98000000000002,87.76999999999998,1,1,1.0
